180	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
181	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	%	%	%	%	%
183	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1	1	1	1
185	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1
187	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
188	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
189	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1	1	1	1	1	1
19	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3
190	*	*	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
191	*	*	*	*	*	*	3	3	3	1	1	1	1	1	1	1	1	1	1	1
192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
194	*	*	*	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1
196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
197	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3	1	1
198	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2	2	2	1
199	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1
2	*	*	*	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2
20	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3
200	*	*	*	*	*	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
202	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1
203	*	*	*	*	*	*	2	2	2	2	2	2	2	1	1	1	1	1	1	1
205	*	*	*	*	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
207	*	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
210	*	*	*	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1
211	*	*	*	*	*	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
215	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
216	*	*	*	*	*	*	*	*	*	*	2	2	2	2	1	1	1	1	1	1
217	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1
218	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1	1	1
222	*	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
223	*	*	*	*	*	*	*	*	*	*	*	*	5	5	5	5	5	2	2	2
224	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
225	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3	3	3
227	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2
228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
229	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1	1	999	999	999
230	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
231	*	*	*	*	*	*	*	*	*	*	3	3	3	1	1	1	1	1	1	1
232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
234	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2
235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
236	*	*	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2
237	*	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2	2	2
238	5	5	5	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
239	5	5	5	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
240	*	*	*	*	*	*	*	*	*	*	5	5	5	5	5	3	3	3	3	3
241	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3
242	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3
243	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
245	*	*	*	*	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4
246	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4
247	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4	4	4	4
248	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
249	*	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4	4	4	4
250	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
251	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
254	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3
255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4
256	*	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
258	*	*	*	*	*	*	*	*	*	1	1	1	1	*	3	3	3	3	3	3
259	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3
262	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3
264	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1
265	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2
267	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
268	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
27	1	1	1	1	1	1	1	1	1	1	2	2	2	*	*	3	3	3	3	3
271	*	*	*	*	*	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2
272	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
273	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2	2	2	2
274	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1
275	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2
276	*	*	*	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2	2	2
278	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2	2	2
28	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4	4	4	4	4	2
280	*	*	*	*	*	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2
282	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
285	*	*	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2	2	2	2
286	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1	1	1	1	1	1
287	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1
288	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3
289	*	*	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
29	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2
291	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2	2	2	2
292	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2
293	*	*	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
295	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2	2	2	2
296	*	*	*	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
297	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
298	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
299	*	*	*	*	*	*	*	*	4	4	4	4	4	4	4	4	4	4	4	4
3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	2	2	3	3	3
30	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
300	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
301	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
303	*	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
304	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
309	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3	3	3	3	3
31	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2
310	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3
311	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3
312	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3	3	3	3	3
315	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
317	*	*	*	*	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
319	*	*	*	*	*	*	*	*	*	*	*	*	4	4	4	4	4	4	4	4
32	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1
320	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3
322	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
324	*	*	*	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
325	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
326	*	*	*	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
328	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
329	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
33	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
330	*	*	*	*	*	*	2	2	2	2	2	2	2	2	2	2	2	2	2	2
335	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
336	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5
338	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
339	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
34	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
340	*	*	*	*	*	*	*	*	*	*	5	5	5	5	5	5	5	5	5	5
341	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
343	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4
344	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3	3	3	3	3	3
345	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	999	999	999
346	*	*	*	*	*	*	*	*	*	*	*	*	5	5	5	5	5	5	5	5
35	*	*	*	*	*	*	*	1	1	1	1	2	2	2	2	2	2	2	2	2
36	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
38	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
39	3	3	3	3	3	3	4	4	4	2	2	2	2	2	2	2	2	2	2	2
40	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2
42	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
43	*	*	*	*	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4
44	*	*	*	*	*	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4
45	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
47	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2
48	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
49	*	*	*	*	*	*	*	*	*	*	2	2	2	2	1	1	1	3	2	2
50	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	4	4	4	3	3
51	*	*	*	*	*	*	1	1	1	4	4	4	4	4	4	3	3	3	3	3
52	5	5	5	1	1	1	1	2	2	2	2	3	3	3	3	3	3	3	3	3
53	999	999	999	999	999	999	999	999	2	2	2	2	2	2	2	2	3	3	3	3
54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	%
55	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57	*	*	*	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
58	5	5	5	5	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
59	*	*	*	*	*	*	*	*	4	2	2	2	2	2	2	5	5	%	%	%
60	*	*	*	*	*	*	*	*	*	*	*	2	2	2	2	2	2	2	2	2
61	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2
62	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
63	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3
64	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
69	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3
7	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
72	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	3	3	3	3	3
73	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
74	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
75	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
76	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3
79	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
8	*	*	*	*	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1
80	2	2	2	2	2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
81	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1
85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86	*	*	*	*	*	*	*	*	*	*	*	*	*	1	1	1	1	1	1	1
88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90	*	*	*	*	*	*	*	*	*	1	1	1	1	1	1	1	1	1	1	1
91	*	*	*	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
97	*	*	*	*	*	*	*	*	*	*	2	2	2	1	1	1	1	1	1	1
98	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
